Année;Code Commune;Nom Commune;Code EPCI;Nom EPCI;Type EPCI;Code Département;Nom Département;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale  usages thermosensibles (MWh);Conso totale  usages non thermosensibles (MWh);Thermosensibilité totale (kWh/DJU);Conso totale corrigée de l'aléa climatique  usages thermosensibles (MWh);Conso moyenne usages thermosensibles (MWh);Conso moyenne  usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh/DJU);Conso moyenne corrigée de l'aléa climatique  usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements < 30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements > 100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique;geom;centroid
2021;18046;Chambon;200027076;CC Arnon Boischaut Cher;CC;18;Cher;24;Centre-Val de Loire;PRO;AGRICULTURE;;6;61.30038170793594;10.21673028465599;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.778220945, 2.33444963
2021;41034;Chambord;244100798;CC du GraSans objet Chambord;CC;41;Loir-et-Cher;24;Centre-Val de Loire;ENT;TERTIAIRE;55;2;417.1748820733165;208.58744103665825;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.616127866, 1.541798106
2021;37049;Chambourg-sur-Indre;200071587;CC Loches Sud Touraine;CC;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;INDUSTRIE;16;1;20.796000000000006;20.796000000000006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.172370602, 0.968793615
2021;37050;Chambray-lès-Tours;243700754;Tours Métropole Val de Loire;ME;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;INDUSTRIE;10;6;1164.0867868604048;194.01446447673413;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.331382934, 0.71603822
2021;37050;Chambray-lès-Tours;243700754;Tours Métropole Val de Loire;ME;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;45;24;3298.7765880204925;137.44902450085385;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.331382934, 0.71603822
2021;37050;Chambray-lès-Tours;243700754;Tours Métropole Val de Loire;ME;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;56;19;3627.1200476122285;190.9010551374857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.331382934, 0.71603822
2021;37050;Chambray-lès-Tours;243700754;Tours Métropole Val de Loire;ME;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;85;4;808.8812014118799;202.22030035296999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.331382934, 0.71603822
2021;37050;Chambray-lès-Tours;243700754;Tours Métropole Val de Loire;ME;37;Indre-et-Loire;24;Centre-Val de Loire;PRO;TERTIAIRE;;878;10620.36016857195;12.096082196551194;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.331382934, 0.71603822
2021;41035;Champigny-en-Beauce;200030385;CA de Blois Agglopolys;CA;41;Loir-et-Cher;24;Centre-Val de Loire;PRO;INDUSTRIE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.717567967, 1.257119864
2021;37051;Champigny-sur-Veude;200072668;CC Touraine Val de Vienne;CC;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;AGRICULTURE;01;5;240.19054327879334;48.03810865575867;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.056842362, 0.328242015
2021;37051;Champigny-sur-Veude;200072668;CC Touraine Val de Vienne;CC;37;Indre-et-Loire;24;Centre-Val de Loire;PRO;TERTIAIRE;;45;396.4184365410587;8.809298589801305;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.056842362, 0.328242015
2021;28071;Champrond-en-Gâtine;200070167;CC Terres de Perche;CC;28;Eure-et-Loir;24;Centre-Val de Loire;ENT;TERTIAIRE;46;1;23.651;23.651;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.395982157, 1.074313153
2021;28071;Champrond-en-Gâtine;200070167;CC Terres de Perche;CC;28;Eure-et-Loir;24;Centre-Val de Loire;ENT;TERTIAIRE;68;1;20.78124180388451;20.78124180388451;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.395982157, 1.074313153
2021;28071;Champrond-en-Gâtine;200070167;CC Terres de Perche;CC;28;Eure-et-Loir;24;Centre-Val de Loire;RES;RESIDENTIEL;;326;2246.700102876082;6.891718106981846;0;;;;;;;;;;;;675;11.1059422818067;88.7904334365104;0.357142857142857;0.714285714285714;11.7857142857143;16.4285714285714;27.1428571428571;43.5714285714286;40.3571428571428;6.07142857142856;13.2142857142857;14.6428571428571;6.7857142857143;17.5;1.42857142857141;28.2142857142857;;48.395982157, 1.074313153
2021;28073;Champseru;200033181;CA Chartres Métropole;CA;28;Eure-et-Loir;24;Centre-Val de Loire;RES;RESIDENTIEL;;141;1276.2732039364457;9.05158300664146;0;;;;;;;;;;;;337;0.0;96.2230671736375;0.0;0.0;6.94400293613522;13.2155440320644;26.7640873410146;53.0763656907856;22.7747953557763;4.75294528166705;8.5522183614343;27.5449045133996;22.912252588759;13.4628838989636;1.42108547152021e-13;40.0517098381532;;48.490681318, 1.645366113
2021;37054;Chanceaux-sur-Choisille;243700754;Tours Métropole Val de Loire;ME;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;36;1;130.82331160490423;130.82331160490423;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.478079812, 0.702981472
2021;37054;Chanceaux-sur-Choisille;243700754;Tours Métropole Val de Loire;ME;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;64;1;88.94377332526322;88.94377332526322;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.478079812, 0.702981472
2021;45072;Chanteau;244500468;Orléans Métropole;ME;45;Loiret;24;Centre-Val de Loire;ENT;TERTIAIRE;84;5;11402.033854031695;2280.406770806339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.976357067, 1.964841011
2021;45073;Chantecoq;200067668;CC de la Cléry, du Betz et de l'Ouanne;CC;45;Loiret;24;Centre-Val de Loire;RES;RESIDENTIEL;;321;2306.6733872221853;7.1858984025613255;0;;;;;;;;;;;;491;2.51113987296284;77.7953825260277;0.46633228638977;1.39899685916931;6.45403411445461;19.1411141671374;24.522765280177;48.0167572926717;42.6794738094647;4.5010585503975;10.3871455505572;21.6910616416181;11.4010058824086;9.34025456555365;1.80071261945771e-13;26.4761740296583;;48.043038046, 2.970627791
2021;37052;Chançay;200073161;CC Touraine-Est Vallées;CC;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;INDUSTRIE;20;1;190.18201888916477;190.18201888916477;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.449714033, 0.880408705
2021;37052;Chançay;200073161;CC Touraine-Est Vallées;CC;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;36;2;173.0968917580395;86.54844587901975;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.449714033, 0.880408705
2021;37052;Chançay;200073161;CC Touraine-Est Vallées;CC;37;Indre-et-Loire;24;Centre-Val de Loire;PRO;INCONNU;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.449714033, 0.880408705
2021;37052;Chançay;200073161;CC Touraine-Est Vallées;CC;37;Indre-et-Loire;24;Centre-Val de Loire;RES;RESIDENTIEL;;533;3923.05804813006;7.360334049024503;0;24.25;951.445345205367;2971.6127029246927;587.718794;874.879502080069;1.7850756945691688;5.575258354455333;1.1026619024390243;1.6414249569982533;1618.8785434780004;1488.602221013999;1140;4.62535994204537;95.2766358179941;0.65672829402059;1.0996958721948;7.00115578424782;17.5635286547301;29.3695098373552;44.3093815574515;23.9640906102286;6.71076936941211;6.25887759014267;32.5031833190512;15.0077664144581;15.5553126967072;9.07075832885238e-14;34.7707308052816;;47.449714033, 0.880408705
2021;41036;Chaon;200000800;CC Cœur de Sologne;CC;41;Loir-et-Cher;24;Centre-Val de Loire;ENT;AGRICULTURE;01;4;33.35563875366084;8.33890968841521;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.61213366, 2.162712645
2021;41036;Chaon;200000800;CC Cœur de Sologne;CC;41;Loir-et-Cher;24;Centre-Val de Loire;PRO;TERTIAIRE;;27;264.2608122762909;9.787437491714476;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.61213366, 2.162712645
2021;28079;Chapelle-Royale;200006971;CC du Perche;CC;28;Eure-et-Loir;24;Centre-Val de Loire;PRO;AGRICULTURE;;8;164.44806516473778;20.556008145592223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.153227036, 1.044112828
2021;28079;Chapelle-Royale;200006971;CC du Perche;CC;28;Eure-et-Loir;24;Centre-Val de Loire;PRO;TERTIAIRE;;19;143.9695131256803;7.577342796088437;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.153227036, 1.044112828
2021;28080;Charbonnières;200006971;CC du Perche;CC;28;Eure-et-Loir;24;Centre-Val de Loire;PRO;AGRICULTURE;;11;165.38643194549343;15.035130176863039;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.189439258, 0.943689159
2021;18052;Charenton-du-Cher;200036135;CC Cœur de France;CC;18;Cher;24;Centre-Val de Loire;ENT;AGRICULTURE;02;1;728.8116666666666;728.8116666666666;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.742681088, 2.653037664
2021;37060;Chargé;200043065;CC du Val d'Amboise;CC;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;68;3;155.9215556896596;51.9738518965532;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.431347914, 1.041099759
2021;37060;Chargé;200043065;CC du Val d'Amboise;CC;37;Indre-et-Loire;24;Centre-Val de Loire;PRO;INCONNU;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.431347914, 1.041099759
2021;18054;Charly;200007177;CC Pays de NéroSans objetes;CC;18;Cher;24;Centre-Val de Loire;PRO;TERTIAIRE;;13;72.8370703528565;5.602851565604346;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.902448553, 2.762930024
2021;37061;Charnizay;200071587;CC Loches Sud Touraine;CC;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;55;1;13.242047854479072;13.242047854479072;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.916147821, 0.990944083
2021;45081;Charsonville;200070183;CC des Terres du Val de Loire;CC;45;Loiret;24;Centre-Val de Loire;ENT;TERTIAIRE;84;1;11.274576590520239;11.274576590520239;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.92836097, 1.574693529
2021;28085;Chartres;200033181;CA Chartres Métropole;CA;28;Eure-et-Loir;24;Centre-Val de Loire;ENT;INDUSTRIE;22;2;4221.688360526096;2110.844180263048;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.447093224, 1.505663165
2021;28085;Chartres;200033181;CA Chartres Métropole;CA;28;Eure-et-Loir;24;Centre-Val de Loire;ENT;TERTIAIRE;70;12;4459.360465763419;371.6133721469516;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.447093224, 1.505663165
2021;28085;Chartres;200033181;CA Chartres Métropole;CA;28;Eure-et-Loir;24;Centre-Val de Loire;ENT;TERTIAIRE;74;2;286.9155994968764;143.4577997484382;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.447093224, 1.505663165
2021;28085;Chartres;200033181;CA Chartres Métropole;CA;28;Eure-et-Loir;24;Centre-Val de Loire;ENT;TERTIAIRE;82;5;3616.780512581254;723.3561025162508;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.447093224, 1.505663165
2021;28085;Chartres;200033181;CA Chartres Métropole;CA;28;Eure-et-Loir;24;Centre-Val de Loire;PRO;INCONNU;;78;441.1790715726403;5.656141943238978;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.447093224, 1.505663165
2021;28085;Chartres;200033181;CA Chartres Métropole;CA;28;Eure-et-Loir;24;Centre-Val de Loire;RES;RESIDENTIEL;;22791;81087.52838705275;3.557874967621111;0;25.76;20889.79497955254;60197.733407500215;11545.869199999997;19111.958107844388;0.9165808862951401;2.641294081325971;0.5065977447237944;0.8385747930255095;1809.2873405800008;1655.306999999999;38426;71.2460452101376;95.8158572203743;7.50455843849232;8.91933804372943;21.9470419058581;26.5053404944564;18.2103576588795;16.9133634585843;9.75710313117224;7.08439173080385;25.2174649085084;33.6378703411431;13.2911476444576;9.87428288800583;1.13773935590903;30.5882474701382;;48.447093224, 1.505663165
2021;28086;Chassant;200070167;CC Terres de Perche;CC;28;Eure-et-Loir;24;Centre-Val de Loire;PRO;AGRICULTURE;;3;95.6615422260121;31.887180742004034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.292082738, 1.067964146
2021;36042;Chasseneuil;200068872;CC Éguzon - Argenton - Vallée de la Creuse;CC;36;Indre;24;Centre-Val de Loire;ENT;TERTIAIRE;84;1;9.675611273162485;9.675611273162485;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.657296934, 1.493910463
2021;18056;Chassy;200007177;CC Pays de NéroSans objetes;CC;18;Cher;24;Centre-Val de Loire;RES;RESIDENTIEL;;173;982.5746019589621;5.6796219766414;0;;;;;;;;;;;;239;0.0;74.2635455207493;1.70940170940171;2.56410256410255;5.12820512820511;22.2222222222221;27.3504273504272;41.0256410256409;52.9914529914527;26.4957264957264;11.1111111111111;4.27350427350426;1.70940170940171;3.4188034188034;4.6694242205813e-13;17.0940170940171;;47.043226173, 2.832949418
2021;28094;Chaudon;200069953;CC des Portes Euréliennes d'Île-de-France;CC;28;Eure-et-Loir;24;Centre-Val de Loire;PRO;INDUSTRIE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.654491957, 1.493894368
2021;28094;Chaudon;200069953;CC des Portes Euréliennes d'Île-de-France;CC;28;Eure-et-Loir;24;Centre-Val de Loire;PRO;TERTIAIRE;;54;471.7772465597643;8.736615677032672;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.654491957, 1.493894368
2021;18060;Chaumont;241800432;CC Les Trois Provinces;CC;18;Cher;24;Centre-Val de Loire;RES;RESIDENTIEL;;38;225.02025658419547;5.921585699584091;0;;;;;;;;;;;;51;0.0;80.0947867298578;3.84615384615384;0.0;0.0;15.3846153846154;23.0769230769231;57.6923076923075;69.230769230769;7.69230769230769;0.0;7.69230769230769;0.0;15.3846153846154;2.14424139193877e-13;11.5384615384615;;46.84150504, 2.750197149
2021;41045;Chaumont-sur-Loire;200030385;CA de Blois Agglopolys;CA;41;Loir-et-Cher;24;Centre-Val de Loire;ENT;TERTIAIRE;45;1;15.469518227346546;15.469518227346546;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.465596563, 1.19911924
2021;41045;Chaumont-sur-Loire;200030385;CA de Blois Agglopolys;CA;41;Loir-et-Cher;24;Centre-Val de Loire;ENT;TERTIAIRE;68;1;0.8539063548756725;0.8539063548756725;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.465596563, 1.19911924
2021;41045;Chaumont-sur-Loire;200030385;CA de Blois Agglopolys;CA;41;Loir-et-Cher;24;Centre-Val de Loire;ENT;TERTIAIRE;91;3;1213.2437903873183;404.41459679577275;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.465596563, 1.19911924
2021;41046;Chaumont-sur-Tharonne;200000800;CC Cœur de Sologne;CC;41;Loir-et-Cher;24;Centre-Val de Loire;ENT;TERTIAIRE;68;5;6480.557243733474;1296.1114487466948;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.613829918, 1.923032592
2021;37064;Chaumussay;200071587;CC Loches Sud Touraine;CC;37;Indre-et-Loire;24;Centre-Val de Loire;PRO;AGRICULTURE;;9;137.1802180492061;15.24224644991179;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.876148271, 0.85189745
2021;36049;Chazelet;243600319;CC Brenne - Val de Creuse;CC;36;Indre;24;Centre-Val de Loire;PRO;AGRICULTURE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.507705829, 1.433700593
2021;37067;Cheillé;200072650;CC Touraine Vallée de l'ISans objetre;CC;37;Indre-et-Loire;24;Centre-Val de Loire;ENT;TERTIAIRE;68;1;9.901;9.901;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.240697139, 0.422429245
